MINISTERE,DESC_MINISTERE,SECTION,DESC_SECTION,MNT_ALLOUE1617,MNT_AUTORISE1,MNT_AUTORISE2,MNT_AUTORISE3,MNT_AUTORISE4,MNT_AUTORISE5,MNT_AUTORISE6,MNT_AUTORISE7,MNT_AUTORISE8,MNT_AUTORISE9,MNT_AUTORISE10,MNT_AUTORISE11,MNT_AUTORISE12
1215,LA PRIMATURE,1215119,COMMISSION NATIONALE DE PASSATION DES MARCHES," 110,027,340.00 ", -   , -   ," 21,525,576.57 "," 13,797,316.27 "," 7,401,815.90 "," 7,446,779.20 "," 7,321,709.32 "," 7,181,705.70 "," 7,588,620.36 "," 6,999,379.43 "," 7,866,231.12 "," 22,416,486.34 "
1215,LA PRIMATURE,1215121,CONSEIL SUPERIEUR DE LA POLICE NATIONALE," 52,200,000.00 "," 4,350,000.00 "," 4,350,000.00 "," 4,350,000.00 "," 4,350,000.00 "," 4,350,000.00 "," 4,350,000.00 "," 4,350,000.00 "," 4,350,000.00 "," 4,350,000.00 "," 4,350,000.00 "," 4,350,000.00 "," 4,350,000.00 "
1215,LA PRIMATURE,1215122,BUR. DE COORD. ET DE SUIVI DES ACCORDS CARICOM/OMC/ZLEA," 27,643,101.00 "," 60,000.00 "," 5,420,248.04 "," 2,186,719.29 "," 1,791,120.49 "," 1,520,423.38 "," 2,265,144.07 "," 1,401,055.31 "," 2,364,850.69 "," 1,793,023.84 "," 2,168,404.53 "," 1,612,284.61 "," 5,059,787.73 "
1215,LA PRIMATURE,1215123,APPUI A LA FORMATION," 17,231,701.00 ", -   , -   , -   , -   , -   ," 7,356,992.00 ", -   , -   , -   ," 84,000.00 ", -   , -   
1215,LA PRIMATURE,1215214,C.E.F.O.P.A.F.O.P," 30,379,016.00 "," 938,570.00 "," 1,767,719.20 "," 4,384,413.04 "," 2,817,876.34 "," 570,100.00 "," 2,803,202.42 "," 3,280,860.77 "," 3,457,383.38 "," 1,518,982.13 "," 2,388,413.54 "," 1,749,686.90 "," 4,188,307.17 "
1215,LA PRIMATURE,1215220,BUREAU DE GESTION DES MILITAIRES DEMOBILISES," 26,065,339.90 ", -   ," 361,562.42 "," 4,615,780.02 "," 1,611,924.94 "," 2,022,425.14 "," 1,541,173.34 ", -   ," 2,721,281.57 "," 227,500.00 "," 1,241,913.34 "," 1,443,173.34 "," 5,293,613.35 "
1215 Total,,,," 1,797,073,571.86 "," 64,702,508.35 ",," 257,877,808.47 "," 122,783,689.78 "," 106,007,038.57 "," 142,155,005.29 "," 96,341,450.23 "," 98,089,843.95 "," 98,936,563.31 "," 202,326,592.95 "," 178,577,951.99 "," 244,670,874.63 "
1216,MINISTERE DE L'INTERIEUR & DES COLLECTIVITÉS TERRITORIALES,1216111,BUREAU DU MINISTRE," 151,590,777.79 "," 3,862,333.33 "," 4,873,358.04 "," 11,940,851.04 "," 15,057,363.35 "," 9,054,353.85 "," 5,239,542.71 "," 6,837,963.33 "," 3,812,133.33 "," 5,233,409.08 "," 13,278,628.35 "," 15,301,556.09 "," 55,399,124.75 "
1216,MINISTERE DE L'INTERIEUR & DES COLLECTIVITÉS TERRITORIALES,1216112,DIRECTION GENERALE DES SERVICES INTERNES," 921,974,096.54 "," 38,094,649.26 "," 38,922,265.26 "," 121,658,473.64 "," 57,398,600.14 "," 71,331,604.14 "," 59,547,311.52 "," 29,351,790.71 "," 66,792,239.85 "," 59,971,866.79 "," 54,295,478.08 "," 110,322,572.28 "," 186,281,210.92 "
1216,MINISTERE DE L'INTERIEUR & DES COLLECTIVITÉS TERRITORIALES,1216115,ORGANISME DE SURVEILLANCE MORNE HOPITAL," 8,094,814.00 ", -   , -   ," 541,260.00 "," 709,730.50 "," 1,002,220.00 "," 1,657,050.50 "," 219,570.50 "," 980,220.00 "," 486,460.00 "," 684,130.50 "," 486,460.00 "," 486,460.00 "
1216,MINISTERE DE L'INTERIEUR & DES COLLECTIVITÉS TERRITORIALES,1216117,SERVICE METROPOLITAIN DE COLLECTE DE RESIDUS SOLIDES," 425,842,794.80 "," 3,580,000.00 "," 34,000,000.00 "," 18,898,197.10 "," 58,237,017.00 "," 24,459,200.00 "," 44,714,028.00 "," 34,060,000.00 "," 14,885,400.00 "," 37,665,238.00 "," 21,990,617.00 "," 69,099,740.57 "," 59,938,450.00 "
1216 Total,,,," 1,507,502,483.13 "," 45,536,982.59 ",," 153,038,781.78 "," 131,402,710.99 "," 105,847,377.99 "," 111,157,932.73 "," 70,469,324.54 "," 86,469,993.18 "," 103,356,973.87 "," 90,248,853.93 "," 195,210,328.94 "," 302,105,245.67 "
1217,MINISTERE DE LA DEFENSE NATIONALE,1217111,BUREAU DU MINISTRE," 143,589,763.93 "," 5,836,700.00 "," 6,951,935.20 "," 10,346,504.60 "," 12,690,320.12 "," 18,457,124.00 "," 11,551,395.86 "," 7,805,541.51 "," 9,469,506.53 "," 12,760,094.85 "," 12,417,060.78 "," 26,739,951.35 "," 8,563,153.02 "
1217,MINISTERE DE LA DEFENSE NATIONALE,1217112,DIRECTION GENERALE," 259,965,734.50 "," 6,118,236.65 "," 19,266,797.30 "," 13,542,073.84 "," 26,056,366.25 "," 30,935,196.99 "," 17,733,936.54 "," 16,617,477.49 "," 16,790,560.32 "," 23,414,599.09 "," 36,821,125.23 "," 32,029,238.86 "," 20,639,871.20 "
1217 Total,,,," 403,555,498.43 "," 11,954,936.65 ",," 23,888,578.44 "," 38,746,686.37 "," 49,392,320.99 "," 29,285,332.40 "," 24,423,019.00 "," 26,260,066.85 "," 36,174,693.94 "," 49,238,186.01 "," 58,769,190.21 "," 29,203,024.22 "
1311,MINISTERE DE L'EDUCATION NATIONALE ET DE L A FORM. PROFESS.,1311111,BUREAU DU MINISTRE," 251,210,317.98 "," 9,316,653.30 "," 38,429,487.65 "," 19,493,700.85 "," 35,418,373.04 "," 37,967,332.93 "," 44,155,081.71 "," 10,781,794.42 "," 3,967,133.26 "," 3,434,016.50 "," 6,095,448.33 "," 4,702,147.90 "," 16,777,620.00 "
1311,MINISTERE DE L'EDUCATION NATIONALE ET DE L A FORM. PROFESS.,1311112,DIRECTION GENERALE DES SERVICES INTERNES," 10,519,784,788.63 "," 605,547,470.45 "," 757,455,345.12 "," 1,294,574,640.78 "," 784,179,186.40 "," 224,945,161.55 "," 1,278,303,984.31 "," 627,059,487.04 "," 942,544,416.78 "," 810,161,457.20 "," 861,952,831.06 "," 819,728,427.24 "," 1,422,842,795.84 "
1311,MINISTERE DE L'EDUCATION NATIONALE ET DE L A FORM. PROFESS.,1311115,COMMISSION NATIONALE DE COOPERATION AVEC L'UNESCO," 18,818,748.00 "," 791,600.00 "," 1,494,513.81 "," 3,394,701.82 "," 363,284.00 "," 936,279.11 "," 1,756,700.00 "," 1,421,588.32 "," 1,082,962.66 "," 1,002,300.00 "," 1,133,366.66 "," 1,467,923.21 "," 3,824,086.66 "
1311,MINISTERE DE L'EDUCATION NATIONALE ET DE L A FORM. PROFESS.,1311117,INSTITUT NATIONAL DE FORMATION PROFESSIONNELLE," 315,889,928.91 "," 19,357,729.90 "," 21,519,815.48 "," 52,372,979.93 "," 18,621,136.67 "," 5,097,930.41 "," 34,561,453.85 "," 19,014,005.04 "," 17,519,338.31 "," 16,298,074.02 "," 16,704,547.50 "," 11,777,530.64 "," 77,887,967.27 "
1311,MINISTERE DE L'EDUCATION NATIONALE ET DE L A FORM. PROFESS.,1311118,OFFICE NATIONAL DE PARTENARIAT," 65,009,620.00 "," 46,000.00 "," 3,917,216.30 "," 14,216,218.76 "," 4,124,673.57 "," 4,792,297.39 "," 10,149,279.94 "," 4,171,013.50 "," 7,317,566.75 "," 3,477,146.25 "," 4,091,319.15 "," 4,998,204.63 "," 3,677,024.63 "
1311 Total,,,," 11,170,713,403.52 "," 635,059,453.65 ",," 1,384,052,242.14 "," 842,706,653.68 "," 273,739,001.39 "," 1,368,926,499.81 "," 662,447,888.32 "," 972,431,417.76 "," 834,372,993.97 "," 889,977,512.70 "," 842,674,233.62 "," 1,525,009,494.40 "
1312,MINISTERE DES AFFAIRES SOCIALES,1312111,BUREAU DU MINISTRE," 108,730,332.42 "," 6,609,540.00 "," 11,109,372.67 "," 16,348,624.44 "," 7,564,206.00 "," 15,180,080.00 "," 8,909,704.00 "," 7,296,290.67 "," 6,271,704.00 "," 6,443,370.67 "," 7,166,290.00 "," 14,750,890.00 "," 1,080,006.00 "
1312,MINISTERE DES AFFAIRES SOCIALES,1312112,DIRECTION GENERALE DES SERVICES INTERNES," 682,411,561.92 "," 61,225,891.46 "," 172,396,535.07 "," 86,325,884.36 "," 38,715,726.37 "," 36,814,452.95 "," 40,719,784.03 "," 29,493,455.59 "," 29,958,207.57 "," 28,228,879.68 "," 91,300,227.47 "," 35,447,474.92 "," 31,807,059.44 "
1312,MINISTERE DES AFFAIRES SOCIALES,1312113,INSTITUT DU BIEN-ETRE SOCIAL ET DE RECHERCHES," 55,861,915.00 "," 3,067,051.56 "," 5,087,528.06 "," 11,619,937.80 "," 3,775,819.99 "," 3,505,652.08 "," 3,503,363.27 "," 6,081,803.60 "," 3,218,419.99 "," 3,553,019.99 "," 3,739,319.99 "," 4,860,019.99 "," 3,849,919.99 "
1312,MINISTERE DES AFFAIRES SOCIALES,1312114,ENTREPRISE PUBLIQUE DE PROMOTION DE LOGEMENTS SOCIAUX," 53,303,745.10 "," 2,632,432.77 "," 2,426,633.33 "," 7,257,196.89 "," 2,779,282.64 "," 2,415,713.44 "," 3,033,488.29 "," 6,545,057.50 "," 4,359,630.79 "," 5,357,111.31 "," 3,875,412.43 "," 3,681,424.29 "," 8,728,132.89 "
1312,MINISTERE DES AFFAIRES SOCIALES,1312115,OFFICE NATIONAL DE LA MIGRATION," 66,489,023.40 "," 4,300,537.95 "," 10,406,896.75 "," 10,914,678.41 "," 3,932,859.60 "," 6,441,878.07 "," 3,890,690.94 "," 3,904,028.91 "," 5,507,068.45 "," 2,609,980.09 "," 5,816,137.23 "," 4,930,111.55 "," 3,777,762.49 "
1312,MINISTERE DES AFFAIRES SOCIALES,1312117,BUREAU DU SECRETAIRE D'ETAT AUX HANDICAPES," 40,039,709.00 "," 1,028,320.00 "," 2,118,320.00 "," 5,887,064.32 "," 2,295,420.72 "," 3,365,509.82 "," 3,605,763.57 "," 2,174,170.01 "," 2,521,008.10 "," 5,740,967.78 "," 3,817,221.80 "," 1,906,720.00 "," 5,402,047.38 "
1312 Total,,,," 1,006,836,286.84 "," 78,863,773.74 ",," 138,353,386.22 "," 59,063,315.32 "," 67,723,286.36 "," 63,662,794.10 "," 55,494,806.28 "," 51,836,038.90 "," 51,933,329.52 "," 115,714,608.92 "," 65,576,640.75 "," 54,644,928.19 "
1313,MINISTERE DE LA SANTE PUBLIQUE ET DE LA POPULATION,1313111,BUREAU DU MINISTRE," 56,363,147.02 "," 742,710.00 "," 3,727,876.00 "," 5,643,685.21 "," 1,129,447.44 "," 5,304,783.00 "," 3,977,003.00 "," 68,500.00 "," 1,722,186.00 "," 872,093.00 "," 3,027,916.33 "," 2,368,910.00 "," 27,613,328.50 "
1313,MINISTERE DE LA SANTE PUBLIQUE ET DE LA POPULATION,1313112,DIRECTION GENERALE DES SERVICES INTERNES," 4,029,411,793.46 "," 194,925,468.00 "," 216,238,787.19 "," 491,405,879.76 "," 251,920,462.56 "," 91,424,909.82 "," 567,441,408.96 "," 10,632,687.31 "," 395,970,382.95 "," 294,994,357.36 "," 159,136,716.04 "," 493,165,206.07 "," 718,293,737.89 "
1313,MINISTERE DE LA SANTE PUBLIQUE ET DE LA POPULATION,1313114,SUBVENTION AUX ORGANISMES PRIVES ET PUBLICS," 1,099,991.98 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,099,991.00 "
1313 Total,,,," 4,086,874,932.46 "," 195,668,178.00 ",," 497,049,564.97 "," 253,049,910.00 "," 96,729,692.82 "," 571,418,411.96 "," 10,701,187.31 "," 397,692,568.95 "," 295,866,450.36 "," 162,164,632.37 "," 495,534,116.07 "," 747,007,057.39 "
1314,MINISTERE A LA CONDITION FEMININE,1314111,BUREAU DU MINISTRE," 37,503,002.08 "," 1,861,420.00 "," 1,964,266.66 "," 4,566,166.69 "," 4,589,533.33 "," 1,921,533.33 "," 5,067,867.33 "," 1,908,320.00 "," 2,159,907.50 "," 2,673,525.00 "," 1,858,533.33 "," 4,973,333.33 "," 3,913,315.33 "
1314,MINISTERE A LA CONDITION FEMININE,1314112,DIRECTION GENERALE DES SERVICES INTERNES," 110,998,211.80 "," 7,457,672.19 "," 9,112,731.66 "," 15,005,444.47 "," 9,332,941.69 "," 9,179,324.20 "," 9,998,222.87 "," 8,154,530.83 "," 8,207,259.19 "," 7,936,744.07 "," 7,454,793.33 "," 9,438,254.67 "," 9,713,390.47 "
1314 Total,,,," 148,501,213.88 "," 9,319,092.19 ",," 19,571,611.16 "," 13,922,475.02 "," 11,100,857.53 "," 15,066,090.20 "," 10,062,850.83 "," 10,367,166.69 "," 10,610,269.07 "," 9,313,326.66 "," 14,411,588.00 "," 13,626,705.80 "
1315,MINISTERE DE LA JEUNESSE DES SPORTS ET DE L'ACTION CIVIQUE,1315111,BUREAU DU MINISTRE," 163,157,405.78 "," 13,169,983.33 "," 13,569,790.00 "," 27,580,884.89 "," 17,436,462.50 "," 5,259,084.07 "," 2,817,534.45 "," 2,348,385.21 "," 1,922,861.11 "," 1,928,836.11 "," 33,353,463.33 "," 21,629,218.33 "," 22,121,144.82 "
1315,MINISTERE DE LA JEUNESSE DES SPORTS ET DE L'ACTION CIVIQUE,1315112,DIRECTION GENERALE DES SERVICES INTERNES," 415,063,459.12 "," 7,725,208.10 "," 19,320,549.57 "," 40,035,982.27 "," 17,624,819.11 "," 24,623,938.08 "," 98,299,155.17 "," 51,292,008.31 "," 38,092,724.38 "," 25,003,096.04 "," 12,048,716.55 "," 37,742,402.49 "," 43,236,181.73 "
1315 Total,,,," 578,220,864.90 "," 20,895,191.43 ",," 67,616,867.16 "," 35,061,281.61 "," 29,883,022.15 "," 101,116,689.62 "," 53,640,393.52 "," 40,015,585.49 "," 26,931,932.15 "," 45,402,179.88 "," 59,371,620.82 "," 65,357,326.55 "
1411,MINISTERE DES CULTES,1411112,DIRECTION GENERALE DES SERVICES INTERNES," 180,151,927.63 "," 5,064,400.00 "," 8,040,903.36 "," 16,892,834.02 "," 7,787,624.04 "," 12,564,612.12 "," 13,728,709.39 "," 8,426,430.29 "," 6,181,329.52 "," 33,842,924.53 "," 8,196,106.47 "," 10,004,000.37 "," 48,630,611.02 "
1411 Total,,,," 180,151,927.63 "," 5,064,400.00 ",," 16,892,834.02 "," 7,787,624.04 "," 12,564,612.12 "," 13,728,709.39 "," 8,426,430.29 "," 6,181,329.52 "," 33,842,924.53 "," 8,196,106.47 "," 10,004,000.37 "," 48,630,611.02 "
1412,MINISTERE DE LA CULTURE,1412111,BUREAU DU MINISTRE," 157,716,207.33 "," 36,222,531.42 "," 21,086,099.74 "," 29,090,472.01 "," 15,235,002.34 "," 8,162,916.39 "," 10,700,618.50 "," 4,438,670.26 "," 8,509,079.94 "," 4,020,007.52 "," 9,749,585.00 "," 5,555,285.00 "," 4,945,085.00 "
1412,MINISTERE DE LA CULTURE,1412112,DIRECTION GENERALE DES SERVICES INTERNES," 227,965,327.59 "," 13,968,570.03 "," 75,276,811.41 "," 13,112,406.22 "," 8,491,650.79 "," 52,536,030.64 "," 14,601,740.58 "," 11,282,802.91 "," 8,647,579.25 "," 11,362,933.85 "," 10,810,455.75 "," 2,916,629.99 "," 4,824,129.99 "
1412,MINISTERE DE LA CULTURE,1412113,ECOLE NATIONALE DES ARTS," 51,564,672.30 "," 1,996,637.16 "," 7,190,190.44 "," 6,028,248.80 "," 3,684,010.18 "," 1,391,296.45 "," 8,019,280.89 "," 4,469,947.16 "," 3,736,909.18 "," 3,124,854.66 "," 3,127,620.01 "," 3,214,666.44 "," 5,351,496.97 "
1412,MINISTERE DE LA CULTURE,1412114,INSTITUT DE SAUVEGARDE DU PATRIMOINE NATIONAL," 68,330,913.26 "," 3,069,328.32 "," 4,808,339.12 "," 7,860,836.15 "," 7,789,026.52 "," 3,763,039.45 "," 7,568,452.27 "," 6,671,991.08 "," 6,085,037.06 "," 4,912,081.51 "," 7,385,891.60 "," 5,171,546.65 "," 3,241,572.26 "
1412,MINISTERE DE LA CULTURE,1412115,THEATRE NATIONAL," 50,445,466.40 "," 2,444,010.00 "," 3,494,713.32 "," 5,430,409.14 "," 4,216,117.66 "," 1,662,866.66 "," 6,913,076.66 "," 3,630,071.66 "," 4,127,116.02 "," 4,374,719.66 "," 3,453,296.66 "," 4,074,825.65 "," 6,586,327.82 "
1412,MINISTERE DE LA CULTURE,1412116,MUSEE DU PANTHEON NATIONAL," 43,951,324.54 "," 2,133,289.41 "," 2,502,648.16 "," 4,025,070.34 "," 3,140,539.14 "," 3,588,209.57 "," 4,660,643.72 "," 3,911,744.81 "," 2,919,639.89 "," 4,128,822.01 "," 3,092,479.26 "," 6,308,457.34 "," 3,345,713.80 "
1412,MINISTERE DE LA CULTURE,1412117,BUREAU NATIONAL D'ETHONOLOGIE," 27,078,789.00 "," 2,301,535.33 "," 3,922,511.52 "," 3,489,588.75 "," 1,074,302.00 "," 2,317,265.32 "," 3,720,179.85 "," 1,378,996.73 "," 1,950,806.01 "," 389,196.61 "," 1,842,442.41 "," 2,744,043.61 "," 1,812,448.08 "
1412,MINISTERE DE LA CULTURE,1412118,BIBLIOTHEQUE NATIONALE D'HAITI," 52,858,552.20 "," 3,743,850.58 "," 5,626,658.09 "," 6,570,994.36 "," 4,536,451.38 "," 1,021,997.99 "," 7,307,720.22 "," 2,917,230.06 "," 4,302,486.23 "," 3,534,867.76 "," 3,224,767.65 "," 4,305,131.52 "," 5,602,402.24 "
1412,MINISTERE DE LA CULTURE,1412119,ARCHIVES NATIONALES," 144,784,603.00 "," 8,930,317.80 "," 8,261,699.98 "," 16,217,138.31 "," 8,450,331.11 "," 963,299.98 "," 15,765,859.98 "," 7,900,133.33 "," 8,886,368.03 "," 18,633,799.98 "," 7,319,700.00 "," 9,130,864.96 "," 33,503,191.87 "
1412,MINISTERE DE LA CULTURE,1412123,ACTIVITES CULTURELLES," 238,262,987.90 "," 51,287,754.15 "," 14,500,000.00 "," 52,200,000.00 "," 25,777,835.00 "," 89,000,000.00 "," 1,000,000.00 "," 4,300,000.00 ", -   , -   , -   , -   , -   
1412,MINISTERE DE LA CULTURE,1412124,DIRECTION NATIONALE DU LIVRE," 55,463,845.68 "," 3,960,114.59 "," 6,317,313.93 "," 6,999,580.95 "," 8,553,863.56 "," 1,610,547.33 "," 4,730,661.23 "," 3,062,488.04 "," 7,334,746.82 "," 2,751,730.33 "," 2,716,551.06 "," 4,512,872.31 "," 2,904,444.80 "
1412,MINISTERE DE LA CULTURE,1412125,BUREAU HAITIEN DU DROIT D'AUTEUR," 45,034,580.08 "," 2,839,037.87 "," 5,934,445.61 "," 8,032,573.90 "," 3,449,629.73 "," 2,453,591.59 "," 4,173,544.55 "," 2,649,954.23 "," 3,271,066.46 "," 1,688,979.30 "," 3,059,476.16 "," 2,341,116.83 "," 5,132,520.44 "
1412 Total,,,," 1,163,457,269.28 "," 132,896,976.66 ",," 159,057,318.93 "," 94,398,759.41 "," 168,471,061.37 "," 89,161,778.45 "," 56,614,030.27 "," 59,770,834.89 "," 58,921,993.19 "," 55,782,265.56 "," 50,275,440.30 "," 77,249,333.27 "
1413,MINISTERE DE LA COMMUNICATION,1413111,BUREAU DU MINISTRE," 23,647,182.71 "," 2,039,195.00 "," 2,626,733.55 "," 812,695.00 "," 1,497,195.00 "," 1,430,591.00 "," 2,349,195.00 "," 2,116,390.00 "," 1,032,796.01 "," 778,034.10 "," 1,720,882.00 "," 5,719,418.55 "," 1,523,983.76 "
1413,MINISTERE DE LA COMMUNICATION,1413112,DIRECTION GENERALE," 81,206,703.11 "," 6,374,069.41 "," 5,913,009.75 "," 9,476,926.97 "," 7,269,037.78 "," 3,895,748.58 "," 14,742,094.80 "," 3,009,809.98 "," 4,621,338.29 "," 5,456,928.22 "," 573,332.28 "," 9,542,924.10 "," 10,328,185.69 "
1413,MINISTERE DE LA COMMUNICATION,1413113,TELEVISION NATIONALE D'HAITI," 133,828,435.80 "," 4,755,133.32 "," 16,269,470.39 "," 17,389,392.07 "," 12,570,335.08 "," 3,103,583.32 "," 17,506,972.48 "," 12,680,475.68 "," 12,649,091.62 "," 7,134,150.00 "," 8,819,433.31 "," 10,012,332.28 "," 10,812,471.31 "
1413,MINISTERE DE LA COMMUNICATION,1413114,RADIO NATIONALE D'HAITI," 68,198,916.63 "," 6,414,271.66 "," 5,376,036.60 "," 7,428,069.64 "," 5,754,649.51 "," 2,346,055.54 "," 9,521,755.16 "," 5,511,354.27 "," 5,876,196.40 "," 3,321,818.41 "," 6,692,200.80 "," 5,301,478.67 "," 4,652,701.97 "
1413 Total,,,," 306,881,238.25 "," 19,582,669.39 ",," 35,107,083.68 "," 27,091,217.37 "," 10,775,978.44 "," 44,120,017.44 "," 23,318,029.93 "," 24,179,422.32 "," 16,690,930.73 "," 17,805,848.39 "," 30,576,153.60 "," 27,317,342.73 "
1511,INTERVENTIONS PUBLIQUES,1511111,SUBVENTION AUX FONDS DE PENSION," 1,323,889,104.00 "," 1,088,251.00 "," 263,457,662.01 "," 132,231,325.88 "," 1,079,733.00 "," 24,343,171.27 "," 241,057,233.00 "," 143,553,421.62 "," 121,057,233.00 "," 143,332,243.28 "," 121,052,233.00 "," 23,689,853.38 "," 11,808,145.42 "
1511,INTERVENTIONS PUBLIQUES,1511113,AUTRES INSTITUTIONS," 354,499,992.00 ", -   , -   ," 8,050,512.27 "," 10,435,248.57 "," 22,561,756.87 "," 5,493,753.32 "," 5,248,865.31 "," 40,048,172.67 ", -   ," 20,362,228.36 "," 1,537,244.74 "," 4,500,000.00 "
1511,INTERVENTIONS PUBLIQUES,1511149,AUTRES INTERVENTIONS PUBLIQUES," 9,469,352,204.00 "," 560,585,299.17 "," 1,608,617,578.14 "," 372,521,588.40 "," 1,328,813,158.68 "," 976,485,740.48 "," 294,025,679.29 "," 223,492,475.68 "," 179,980,399.29 "," 339,612,872.26 "," 412,802,833.73 "," 568,935,172.05 "," 1,462,136,073.14 "
1511 Total,,,," 11,147,741,300.00 "," 561,673,550.17 ",," 512,803,426.55 "," 1,340,328,140.25 "," 1,023,390,668.62 "," 540,576,665.61 "," 372,294,762.61 "," 341,085,804.96 "," 482,945,115.54 "," 554,217,295.09 "," 594,162,270.17 "," 1,478,444,218.56 "
1512,DETTE PUBLIQUE,1512111,INSTITUTIONS FINANCIERES CREATRICES DE MONNAIE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
1512,DETTE PUBLIQUE,1512112,AUTRES INSTITUTIONS FINANCIERES," 2,031,835,225.24 ", -   ," 2,319,804.80 ", -   ," 454,448,283.91 "," 17,573,283.90 ", -   ," 8,786,641.95 "," 496,499,612.67 "," 8,786,641.95 "," 336,158,077.39 "," 46,838,845.55 "," 660,424,026.11 "
1512,DETTE PUBLIQUE,1512113,AUTRES CREANCIERS INTERNES," 2,375,173,856.10 "," 1,522,500.00 "," 21,894,794.05 "," 72,384,675.92 "," 529,129,309.51 "," 74,388,855.00 "," 117,532,975.99 "," 296,006,827.78 "," 284,558,531.60 "," 183,319,923.76 "," 196,122,215.35 "," 291,081,977.64 "," 227,773,710.95 "
1512,DETTE PUBLIQUE,1512211,DETTE MULTILATERALE," 161,538,215.60 ", -   , -   , -   , -   ," 12,235,604.37 "," 79,501,250.30 ", -   , -   , -   , -   ," 11,634,862.98 "," 58,166,494.47 "
1512,DETTE PUBLIQUE,1512212,DETTE BILATERALE," 5,783,301,595.96 ", -   ," 2,899,860.22 "," 778,344,373.20 "," 951,137,396.94 "," 428,664,924.23 "," 58,732,286.49 "," 1,049,267,820.66 "," 624,763,659.20 "," 503,415,622.96 "," 384,824,400.55 "," 947,160,316.02 "," 54,090,933.07 "
1512 Total,,,," 10,351,848,892.90 "," 1,522,500.00 ",," 850,729,049.12 "," 1,934,714,990.36 "," 532,862,667.50 "," 255,766,512.78 "," 1,354,061,290.39 "," 1,405,821,803.47 "," 695,522,188.67 "," 917,104,693.29 "," 1,296,716,002.19 "," 1,000,455,164.60 "
2211,SENAT DE LA REPUBLIQUE,2211111,SENAT DE LA REPUBLIQUE," 1,474,428,023.10 "," 38,524,079.50 "," 64,895,038.94 "," 135,594,170.00 "," 142,713,511.25 "," 36,765,799.58 "," 109,011,539.00 "," 130,698,435.57 "," 127,373,661.04 "," 110,978,845.92 "," 181,323,971.71 "," 128,393,350.54 "," 265,653,687.74 "
2211 Total,,,," 1,474,428,023.10 "," 38,524,079.50 ",," 135,594,170.00 "," 142,713,511.25 "," 36,765,799.58 "," 109,011,539.00 "," 130,698,435.57 "," 127,373,661.04 "," 110,978,845.92 "," 181,323,971.71 "," 128,393,350.54 "," 265,653,687.74 "
2212,CHAMBRE DES DEPUTES,2212111,CHAMBRE DES DEPUTES," 878,363,117.04 "," 90,663,194.00 "," 20,113,194.00 "," 51,203,679.80 "," 65,838,431.05 "," 55,575,853.44 "," 28,606,383.06 "," 75,327,631.07 "," 30,899,789.75 "," 70,880,817.92 "," 118,170,997.34 "," 86,917,719.00 "," 183,924,738.45 "
2212,CHAMBRE DES DEPUTES,2212112,QUESTURE DE LA CHAMBRE DES DEPUTES," 164,625,545.00 ", -   ," 5,120,000.00 "," 15,567,867.19 "," 6,186,780.00 "," 28,880,970.00 "," 32,170,024.60 "," 21,318,200.00 "," 185,000.00 "," 3,416,180.00 "," 11,746,069.98 "," 10,531,430.00 "," 29,503,003.33 "
2212,CHAMBRE DES DEPUTES,2212211,CHAMBRE DES DEPUTES," 1,379,657,882.36 "," 45,357,754.22 "," 59,596,867.06 "," 139,919,287.67 "," 39,149,155.70 "," 111,213,113.24 "," 84,263,096.24 "," 139,877,165.70 "," 104,758,217.93 "," 137,957,494.03 "," 141,416,410.32 "," 115,242,367.61 "," 260,635,775.39 "
2212 Total,,,," 2,422,646,544.40 "," 136,020,948.22 ",," 206,690,834.66 "," 111,174,366.75 "," 195,669,936.68 "," 145,039,503.90 "," 236,522,996.77 "," 135,843,007.68 "," 212,254,491.95 "," 271,333,477.64 "," 212,691,516.61 "," 474,063,517.17 "
3211,CONSEIL SUPERIEUR DU POUVOIR JUDICIAIRE,3211111,ADMINISTRATION GENERALE," 191,006,729.41 "," 3,936,477.60 "," 16,078,729.57 "," 28,017,234.12 "," 10,490,408.64 "," 30,882,240.35 "," 10,974,267.96 "," 26,498,148.74 "," 9,458,064.87 "," 12,462,220.29 "," 21,695,013.38 "," 14,069,602.05 "," 6,430,571.52 "
3211,CONSEIL SUPERIEUR DU POUVOIR JUDICIAIRE,3211212,COUR DE CASSATION," 120,300,184.57 "," 6,587,351.66 "," 8,735,765.12 "," 15,693,384.08 "," 1,164,080.00 "," 16,318,609.75 "," 7,872,554.89 "," 9,989,803.76 "," 7,979,127.03 "," 4,456,424.33 "," 19,970,588.64 "," 11,823,754.62 "," 8,504,969.93 "
3211,CONSEIL SUPERIEUR DU POUVOIR JUDICIAIRE,3211213,COUR D'APPEL," 73,571,390.48 "," 3,496,280.00 "," 4,199,010.00 "," 8,677,344.33 "," 3,735,480.26 "," 10,572,822.87 "," 4,210,142.50 "," 5,286,995.00 "," 5,489,160.00 "," 4,489,715.00 "," 10,339,700.25 "," 7,555,953.75 "," 5,517,030.00 "
